merchant_id,merchant_name,merchant_category,province,city,risk_rating
7549,merchant 07549,Grocery,Free State,Bethlehem,High
7550,Merchant 07550,Entertainment,Limpopo,Polokwane,High
7551,Merchant 07551,Entertainment,Western Cape,Stellenbosch,Low
7552,Merchant 07552,Online Services,Gauteng,Midrand,High
7553,Merchant 07553,Other,Northern Cape,Kimberley,Medium
7554,Merchant 07554,Entertainment,Western Cape,Paarl,Low
7555,Merchant 07555,Travel,Limpopo,Polokwane,Low
7556,Merchant 07556,Restaurant,Western Cape,Stellenbosch,Low
7557,Merchant 07557,Grocery,Mpumalanga,Emalahleni,Low
7558,Merchant 07558,Clothing,North West,Mahikeng,Medium
7559,Merchant 07559,Healthcare,Eastern Cape,Gqeberha,Low
7560,Merchant 07560,Clothing,Gauteng,Soweto,Medium
7561,Merchant 07561,Clothing,Western Cape,Stellenbosch,Low
7562,Merchant 07562,Electronics,North West,Mahikeng,Low
7563,Merchant 07563,Online Services,Kwazulu-Natal,Pietermaritzburg,High
7564,Merchant 07564,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
7565,Merchant 07565,Electronics,North West,Rustenburg,Medium
7566,Merchant 07566,Fuel,Western Cape,Stellenbosch,Low
7567,Merchant 07567,Restaurant,Mpumalanga,Emalahleni,Low
7568,merchant 07568,Travel,Kwazulu-Natal,Richards Bay,Medium
7569,Merchant 07569,Travel,Northern Cape,Kimberley,Medium
7570,Merchant 07570,Online Services,Gauteng,Pretoria,Low
7571,Merchant 07571,Online Services,North West,Mahikeng,Medium
7572,Merchant 07572,Travel,Kwazulu-Natal,Pietermaritzburg,Low
7573,Merchant 07573,Travel,Limpopo,Tzaneen,Low
7574,MERCHANT 07574,Travel,Mpumalanga,Mbombela,Low
7575,Merchant 07575,Grocery,Limpopo,Polokwane,Low
7576,Merchant 07576,Restaurant,North West,Rustenburg,High
7577,Merchant 07577,Other,Eastern Cape,Gqeberha,Low
7578,Merchant 07578,Restaurant,Western Cape,Paarl,High
7579,Merchant 07579,Fuel,Gauteng,Soweto,Medium
7580,Merchant 07580,Other,Western Cape,Paarl,High
7581,Merchant 07581,Healthcare,Free State,Bloemfontein,Medium
7582,Merchant 07582,Healthcare,Kwazulu-Natal,Pietermaritzburg,Low
7583,Merchant 07583,Healthcare,Limpopo,Polokwane,Low
7584,Merchant 07584,Entertainment,North West,Mahikeng,Medium
7585,Merchant 07585,Healthcare,Northern Cape,Upington,Low
7586,Merchant 07586,Online Services,Kwazulu-Natal,Richards Bay,Low
7587,Merchant 07587,Clothing,Gauteng,Pretoria,Low
7588,Merchant  07588,Electronics,Gauteng,Pretoria,Low
7589,Merchant 07589,Clothing,Western Cape,George,Low
7590,Merchant 07590,Clothing,Kwazulu-Natal,Pietermaritzburg,Low
7591,Merchant 07591,Online Services,Gauteng,Pretoria,Low
7592,Merchant 07592,Electronics,Eastern Cape,Mthatha,Low
7593,Merchant 07593,Fuel,Limpopo,Tzaneen,Low
7594,Merchant 07594,Nan,Western Cape,Cape Town,Medium
7595,Merchant 07595,Grocery,North West,Mahikeng,Low
7596,Merchant 07596,Entertainment,Mpumalanga,Mbombela,Low
7597,Merchant 07597,Restaurant,Western Cape,George,Low
7598,Merchant 07598,Fuel,Gauteng,Johannesburg,Nan
7599,Merchant 07599,Clothing,Gauteng,Soweto,Low
7600,Merchant 07600,Entertainment,Limpopo,Tzaneen,Low
7601,Merchant 07601,Fuel,Western Cape,Paarl,Medium
7602,Merchant 07602,Travel,Eastern Cape,Nan,Medium
7603,Merchant 07603,Clothing,Gauteng,Johannesburg,Low
7604,Merchant 07604,Grocery,Northern Cape,Upington,Low
7605,Merchant 07605,Clothing,North West,Mahikeng,Low
7606,Merchant 07606,Restaurant,Eastern Cape,East London,Low
7607,Merchant 07607,Grocery,Eastern Cape,Mthatha,Low
7608,Merchant 07608,Travel,Northern Cape,Upington,Low
7609,merchant 07609,Other,Kwazulu-Natal,Pietermaritzburg,Low
7610,Merchant 07610,Clothing,Limpopo,Thohoyandou,Low
7611,Merchant 07611,Clothing,Limpopo,Tzaneen,Low
7612,merchant 07612,Online Services,Northern Cape,Kimberley,Low
7613,Merchant 07613,Restaurant,Northern Cape,Kimberley,Low
7614,Merchant 07614,Fuel,Free State,Bloemfontein,Low
7615,Merchant 07615,Restaurant,North West,Mahikeng,Low
7616,Merchant 07616,Electronics,Eastern Cape,East London,Low
7617,Merchant 07617,Electronics,Kwazulu-Natal,Durban,High
7618,Merchant 07618,Online Services,Kwazulu-Natal,Richards Bay,Low
7619,Merchant 07619,Other,Kwazulu-Natal,Durban,High
7620,Merchant 07620,Entertainment,Kwazulu-Natal,Richards Bay,Low
7621,Merchant 07621,Online Services,Limpopo,Polokwane,Low
7622,Merchant 07622,Grocery,Eastern Cape,Gqeberha,High
7623,Merchant 07623,Online Services,Western Cape,Stellenbosch,Low
7624,Merchant 07624,Restaurant,North West,Klerksdorp,Low
7625,Merchant 07625,Online Services,Gauteng,Midrand,Low
7626,Merchant 07626,Fuel,Free State,Welkom,Low
7627,Merchant 07627,Entertainment,Free State,Bloemfontein,Low
7628,Merchant 07628,Fuel,Gauteng,Midrand,Low
7629,Merchant 07629,Travel,Mpumalanga,Mbombela,Low
7630,Merchant 07630,Restaurant,Limpopo,Polokwane,Low
7631,Merchant 07631,Online Services,North West,Mahikeng,Medium
7632,Merchant 07632,Fuel,Gauteng,Soweto,Medium
7633,Merchant 07633,Fuel,Kwazulu-Natal,Durban,Low
7634,Merchant 07634,Fuel,Mpumalanga,Mbombela,Low
7635,Merchant 07635,Grocery,Northern Cape,Kimberley,Low
7636,Merchant 07636,Healthcare,Gauteng,Soweto,Medium
7637,Merchant 07637,Restaurant,Mpumalanga,Secunda,Low
7638,Merchant 07638,Restaurant,Northern Cape,Kuruman,Medium
7639,Merchant 07639,Nan,Kwazulu-Natal,Richards Bay,Low
7640,Merchant 07640,Entertainment,Kwazulu-Natal,Richards Bay,Low
7641,Merchant 07641,Grocery,North West,Mahikeng,Medium
7642,Merchant 07642,Online Services,North West,Rustenburg,Low
7643,Merchant 07643,Other,Mpumalanga,Mbombela,Medium
7644,Merchant 07644,Restaurant,Northern Cape,Upington,Low
7645,Merchant 07645,Travel,Northern Cape,Upington,Medium
7646,Merchant 07646,Healthcare,Limpopo,Thohoyandou,Low
7647,Merchant 07647,Grocery,Limpopo,Polokwane,High
7648,Merchant 07648,Fuel,Eastern Cape,Mthatha,Low
7649,Merchant 07649,Fuel,North West,Rustenburg,Low
7650,Merchant 07650,Other,Eastern Cape,East London,Low
7651,Merchant 07651,Travel,Northern Cape,Kuruman,Low
7652,Merchant 07652,Travel,Eastern Cape,East London,Medium
7653,Merchant 07653,Entertainment,Northern Cape,Upington,Low
7654,Merchant 07654,Online Services,Eastern Cape,Gqeberha,Medium
7655,Merchant 07655,Fuel,Northern Cape,Kimberley,Low
7656,Merchant 07656,Restaurant,Kwazulu-Natal,Pietermaritzburg,Medium
7657,Merchant 07657,Other,Limpopo,Tzaneen,Low
7658,Merchant 07658,Travel,Gauteng,Pretoria,Low
7659,merchant 07659,Fuel,Free State,Bethlehem,Low
7660,Merchant 07660,Electronics,Limpopo,Tzaneen,Low
7661,Merchant 07661,Clothing,Mpumalanga,Emalahleni,Low
7662,Merchant 07662,Grocery,Northern Cape,Upington,Low
7663,Merchant 07663,Travel,North West,Mahikeng,Low
7664,Merchant 07664,Other,Mpumalanga,Mbombela,Medium
7665,Merchant 07665,Electronics,Free State,Welkom,Low
7666,Merchant 07666,Restaurant,Northern Cape,Kuruman,Medium
7667,Merchant 07667,Electronics,Mpumalanga,Secunda,Medium
7668,Merchant 07668,Travel,Eastern Cape,Mthatha,Low
7669,Merchant 07669,Electronics,Limpopo,Tzaneen,Medium
7670,Merchant 07670,Entertainment,Eastern Cape,East London,Low
7671,Merchant 07671,Restaurant,Gauteng,Johannesburg,Low
7672,Merchant 07672,Clothing,Mpumalanga,Emalahleni,Low
7673,Merchant 07673,Online Services,Kwazulu-Natal,Durban,Medium
7674,Merchant 07674,Entertainment,Mpumalanga,Secunda,Medium
7675,Merchant 07675,Entertainment,Free State,Welkom,Low
7676,Merchant 07676,Electronics,Eastern Cape,Mthatha,Low
7677,Merchant 07677,Healthcare,Mpumalanga,Secunda,Medium
7678,Merchant 07678,Healthcare,Gauteng,Soweto,Medium
7679,Merchant 07679,Grocery,Free State,Welkom,Low
7680,Merchant 07680,Travel,Northern Cape,Kuruman,Low
7681,Merchant 07681,Entertainment,Northern Cape,Kimberley,Low
7682,Merchant 07682,Fuel,Northern Cape,Upington,Low
7683,Merchant 07683,Restaurant,Eastern Cape,East London,Medium
7684,Merchant 07684,Online Services,Limpopo,Tzaneen,Medium
7685,Merchant 07685,Restaurant,Western Cape,George,Medium
7686,Merchant 07686,Travel,Northern Cape,Kuruman,Low
7687,Merchant 07687,Fuel,Kwazulu-Natal,Durban,Low
7688,merchant 07688,Grocery,Limpopo,Thohoyandou,Low
7689,Merchant 07689,Entertainment,Western Cape,Paarl,Low
7690,Merchant 07690,Healthcare,Gauteng,Midrand,Low
7691,Merchant 07691,Healthcare,Kwazulu-Natal,Richards Bay,High
7692,Merchant 07692,Electronics,Mpumalanga,Emalahleni,Low
7693,Merchant 07693,Grocery,Free State,Welkom,Low
7694,Merchant 07694,Restaurant,Western Cape,George,Low
7695,Merchant 07695,Grocery,Limpopo,Tzaneen,Low
7696,Merchant 07696,Entertainment,Northern Cape,Kimberley,Low
7697,Merchant 07697,Electronics,Eastern Cape,Mthatha,High Risk
7698,Merchant 07698,Entertainment,Free State,Welkom,Low
7699,Merchant 07699,Fuel,Mpumalanga,Emalahleni,Medium
7700,Merchant 07700,Travel,Northern Cape,Kimberley,Low
7701,Merchant 07701,Grocery,Kwazulu-Natal,Pietermaritzburg,Medium
7702,Merchant 07702,Clothing,Limpopo,Tzaneen,Low
7703,Merchant 07703,Entertainment,North West,Klerksdorp,Medium
7704,Merchant 07704,Restaurant,Limpopo,Polokwane,High
7705,Merchant 07705,Travel,Limpopo,Tzaneen,Medium
7706,Merchant 07706,Entertainment,Eastern Cape,Gqeberha,Low
7707,Merchant 07707,Other,Western Cape,Stellenbosch,Medium
7708,Merchant 07708,Restaurant,Mpumalanga,Mbombela,Medium
7709,Merchant 07709,Fuel,Free State,Bloemfontein,High
7710,Merchant 07710,Healthcare,Western Cape,Cape Town,Low
7711,Merchant 07711,Electronics,Mpumalanga,Emalahleni,Low
7712,Merchant 07712,Grocery,North West,Mahikeng,Low
7713,Merchant 07713,Clothing,Northern Cape,Upington,Low
7714,Merchant 07714,Other,Limpopo,Tzaneen,High
7715,Merchant 07715,Restaurant,Mpumalanga,Secunda,High
7716,Merchant 07716,Restaurant,North West,Rustenburg,Low
7717,Merchant 07717,Online Services,Kwazulu-Natal,Richards Bay,Medium
7718,Merchant 07718,Clothing,Mpumalanga,Emalahleni,High
7719,Merchant 07719,Restaurant,Gauteng,Midrand,Low
7720,Merchant 07720,Entertainment,North West,Rustenburg,Low
7721,Merchant 07721,Entertainment,North West,Klerksdorp,Low
7722,Merchant 07722,Fuel,Kwazulu-Natal,Pietermaritzburg,Medium
7723,Merchant 07723,Restaurant,Western Cape,George,Medium
7724,Merchant 07724,Grocery,Limpopo,Tzaneen,Low
7725,Merchant 07725,Online Services,Kwazulu-Natal,Richards Bay,Low
7726,Merchant 07726,Online Services,Northern Cape,Upington,Medium
7727,Merchant 07727,Electronics,Western Cape,Stellenbosch,Low
7728,Merchant 07728,Online Services,Western Cape,Paarl,Low
7729,Merchant 07729,Travel,North West,Mahikeng,High
7730,MERCHANT 07730,Fuel,Western Cape,Stellenbosch,Low
7731,Merchant 07731,Fuel,Eastern Cape,Gqeberha,Low
7732,Merchant 07732,Fuel,Eastern Cape,Gqeberha,Low
7733,Merchant 07733,Entertainment,North West,Rustenburg,Medium
7734,Merchant 07734,Other,Northern Cape,Kimberley,Low
7735,Merchant 07735,Restaurant,Mpumalanga,Secunda,Medium
7736,Merchant 07736,Entertainment,Gauteng,Pretoria,Medium
7737,Merchant 07737,Other,Free State,Bloemfontein,Medium
7738,Merchant 07738,Healthcare,North West,Mahikeng,Low
7739,Merchant 07739,Travel,Limpopo,Tzaneen,Medium
7740,Merchant 07740,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
7741,Merchant 07741,Restaurant,Mpumalanga,Secunda,Low
7742,Merchant 07742,Grocery,Kwazulu-Natal,Richards Bay,Low
7743,Merchant 07743,Entertainment,Gauteng,Pretoria,Low
7744,Merchant 07744,Restaurant,Western Cape,Stellenbosch,High
7745,Merchant 07745,Other,Kwazulu-Natal,Pietermaritzburg,Low
7746,Merchant 07746,Nan,Limpopo,Polokwane,High
7747,Merchant 07747,Online Services,Gauteng,Pretoria,Medium
7748,Merchant 07748,Electronics,Kwazulu-Natal,Durban,Medium
7749,Merchant 07749,Grocery,Northern Cape,Upington,High
7750,Merchant 07750,Travel,Gauteng,Pretoria,Low
7751,Merchant 07751,Clothing,Mpumalanga,Secunda,Low
7752,Merchant 07752,Clothing,Northern Cape,Kimberley,Low
7753,Merchant  07753,Grocery,Northern Cape,Kimberley,Low
7754,Merchant 07754,Healthcare,North West,Klerksdorp,Medium
7755,Merchant 07755,Travel,Free State,Bethlehem,Low
7756,Merchant 07756,Restaurant,Mpumalanga,Mbombela,Low
7757,Merchant 07757,Restaurant,Kwazulu-Natal,Durban,Low
7758,Merchant 07758,Travel,North West,Rustenburg,Low
7759,Merchant 07759,Entertainment,Kwazulu-Natal,Pietermaritzburg,Low
7760,Merchant 07760,Restaurant,Eastern Cape,East London,Low
7761,Merchant 07761,Fuel,Mpumalanga,Emalahleni,Low
7762,Merchant 07762,Fuel,Limpopo,Tzaneen,Medium
7763,MERCHANT 07763,Travel,Limpopo,Polokwane,Low
7764,Merchant 07764,Fuel,Limpopo,Polokwane,Low
7765,Merchant 07765,Entertainment,Mpumalanga,Mbombela,Low
7766,Merchant 07766,Fuel,Kwazulu-Natal,Pietermaritzburg,Medium
7767,Merchant 07767,Online Services,North West,Mahikeng,Nan
7768,Merchant 07768,Travel,Limpopo,Thohoyandou,High
7769,Merchant 07769,Clothing,Northern Cape,Kuruman,Low
7770,Merchant 07770,Grocery,Free State,Welkom,Low
7771,Merchant 07771,Grocery,Northern Cape,Kimberley,Low
7772,Merchant 07772,Restaurant,Eastern Cape,Mthatha,Medium
7773,Merchant 07773,Entertainment,Eastern Cape,Gqeberha,Low
7774,Merchant 07774,Healthcare,Kwazulu-Natal,Pietermaritzburg,Low
7775,Merchant 07775,Fuel,North West,Klerksdorp,Medium
7776,Merchant 07776,Travel,Limpopo,Thohoyandou,High
7777,Merchant 07777,Restaurant,North West,Mahikeng,Low
7778,Merchant 07778,Grocery,Western Cape,Paarl,Low
7779,Merchant 07779,Grocery,Mpumalanga,Secunda,Low
7780,Merchant 07780,Grocery,Kwazulu-Natal,Durban,Low
7781,Merchant 07781,Electronics,Western Cape,Stellenbosch,Low
7782,Merchant 07782,Entertainment,Limpopo,Tzaneen,Low
7783,Merchant 07783,Fuel,North West,Rustenburg,Low
7784,Merchant 07784,Clothing,Northern Cape,Kuruman,Low
7785,Merchant 07785,Travel,Eastern Cape,East London,Low
7786,Merchant 07786,Healthcare,North West,Rustenburg,High
7787,Merchant 07787,Online Services,Northern Cape,Kuruman,Low
7788,Merchant 07788,Other,Mpumalanga,Emalahleni,Low
7789,Merchant  07789,Other,Kwazulu-Natal,Richards Bay,Medium
7790,Merchant 07790,Clothing,Limpopo,Polokwane,Low
7791,Merchant 07791,Restaurant,Free State,Bloemfontein,Low
7792,Merchant 07792,Online Services,Free State,Bethlehem,Low
7793,Merchant 07793,Healthcare,Limpopo,Thohoyandou,Medium
7794,Merchant 07794,Other,Gauteng,Pretoria,Low
7795, Merchant 07795 ,Other,North West,Mahikeng,Low
7796,Merchant 07796,Travel,Limpopo,Polokwane,Low
7797,Merchant 07797,Travel,Limpopo,Tzaneen,Medium
7798,Merchant 07798,Restaurant,Mpumalanga,Secunda,High
7799,Merchant 07799,Travel,Gauteng,Pretoria,Low
7800,Merchant 07800,Fuel,Eastern Cape,Mthatha,Medium
7801,Merchant 07801,Healthcare,North West,Mahikeng,Low
7802,Merchant 07802,Electronics,Northern Cape,Kimberley,Low
7803,Merchant 07803,Other,Eastern Cape,East London,Low
7804,Merchant 07804,Other,Eastern Cape,Gqeberha,Low
7805,Merchant 07805,Healthcare,Limpopo,Polokwane,Low
7806,Merchant 07806,Other,Gauteng,Midrand,Low
7807,Merchant 07807,Other,Gauteng,Soweto,Medium
7808,Merchant 07808,Other,Northern Cape,Upington,Low
7809,Merchant 07809,Online Services,Kwazulu-Natal,Richards Bay,Low
7810,Merchant 07810,Clothing,Western Cape,Stellenbosch,Low
7811,Merchant 07811,Fuel,North West,Klerksdorp,Low
7812,Merchant 07812,Other,Northern Cape,Kuruman,Low
7813,Merchant 07813,Electronics,Free State,Welkom,Low
7814,Merchant 07814,Fuel,Eastern Cape,East London,High
7815,Merchant 07815,Grocery,Mpumalanga,Secunda,Low
7816,Merchant 07816,Grocery,Limpopo,Thohoyandou,Low
7817,Merchant 07817,Healthcare,Free State,Welkom,Low
7818,Merchant 07818,Travel,Limpopo,Polokwane,Medium
7819,Merchant 07819,Entertainment,Gauteng,Pretoria,Low
7820,Merchant 07820,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
7821,Merchant 07821,Electronics,Kwazulu-Natal,Richards Bay,Medium
7822,Merchant 07822,Fuel,Kwazulu-Natal,Richards Bay,Medium
7823,Merchant 07823,Restaurant,Northern Cape,Upington,Low
7824,Merchant 07824,Other,North West,Rustenburg,Low
7825,Merchant 07825,Restaurant,Eastern Cape,Mthatha,Medium
7826,Merchant 07826,Healthcare,Gauteng,Midrand,Low
7827,Merchant 07827,Other,Northern Cape,Kimberley,Low
7828,Merchant 07828,Entertainment,Free State,Welkom,Medium
7829,Merchant 07829,Clothing,Western Cape,George,Medium
7830,Merchant 07830,Grocery,Limpopo,Tzaneen,Low
7831,Merchant 07831,Electronics,Eastern Cape,Gqeberha,Low
7832,Merchant 07832,Restaurant,Northern Cape,Kuruman,Low
7833,Merchant 07833,Healthcare,Limpopo,Tzaneen,Low
7834,Merchant 07834,Entertainment,Western Cape,George,Low
7835,Merchant 07835,Other,Northern Cape,Upington,Low
7836,Merchant 07836,Healthcare,Eastern Cape,East London,Low
7837,Merchant 07837,Restaurant,Gauteng,Pretoria,Low
7838,Merchant 07838,Clothing,Northern Cape,Kuruman,Low
7839,Merchant 07839,Electronics,North West,Mahikeng,Low
7840,Merchant 07840,Electronics,North West,Klerksdorp,Low
7841,Merchant 07841,Fuel,North West,Rustenburg,Low
7842,Merchant 07842,Travel,Mpumalanga,Emalahleni,Medium
7843,Merchant 07843,Other,Northern Cape,Upington,Low
7844,Merchant 07844,Electronics,Eastern Cape,Mthatha,High
7845,Merchant 07845,Entertainment,Mpumalanga,Secunda,Low
7846,Merchant 07846,Fuel,Northern Cape,Upington,Medium
7847,Merchant 07847,Grocery,North West,Rustenburg,Low
7848,Merchant 07848,Restaurant,Western Cape,Paarl,Medium
7849,Merchant 07849,Healthcare,Free State,Bloemfontein,Medium
7850,Merchant 07850,Grocery,Northern Cape,Upington,High
7851,Merchant 07851,Electronics,Gauteng,Midrand,Low
7852,Merchant 07852,Clothing,Limpopo,Polokwane,Low
7853,Merchant 07853,Grocery,Kwazulu-Natal,Pietermaritzburg,Low
7854,Merchant 07854,Restaurant,Free State,Welkom,Low
7855,Merchant 07855,Other,Free State,Welkom,Medium
7856,Merchant 07856,Online Services,North West,Rustenburg,Low
7857,Merchant 07857,Online Services,Gauteng,Soweto,Low
7858,Merchant 07858,Healthcare,Northern Cape,Kimberley,Low
7859,Merchant 07859,Online Services,Limpopo,Tzaneen,Medium
7860,Merchant 07860,Other,Mpumalanga,Emalahleni,Low
7861,Merchant 07861,Travel,Gauteng,Midrand,Low
7862,Merchant 07862,Online Services,Western Cape,Cape Town,Low
7863,Merchant 07863,Travel,Mpumalanga,Emalahleni,Low
7864,Merchant 07864,Healthcare,North West,Klerksdorp,Medium
7865,Merchant 07865,Grocery,Kwazulu-Natal,Pietermaritzburg,Low
7866,Merchant 07866,Other,North West,Klerksdorp,Low
7867,Merchant 07867,Electronics,Eastern Cape,Mthatha,Low
7868,Merchant 07868,Clothing,Kwazulu-Natal,Pietermaritzburg,Low
7869,Merchant 07869,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
7870,Merchant 07870,Entertainment,Mpumalanga,Secunda,Low
7871,Merchant 07871,Other,Limpopo,Thohoyandou,Low
7872,Merchant 07872,Online Services,Free State,Welkom,High
7873,Merchant 07873,Clothing,Western Cape,Stellenbosch,Medium
7874,Merchant 07874,Online Services,North West,Klerksdorp,Low
7875,Merchant 07875,Clothing,Limpopo,Thohoyandou,Low
7876,Merchant 07876,Travel,Eastern Cape,Mthatha,High
7877,Merchant 07877,Travel,Limpopo,Tzaneen,Low
7878,Merchant 07878,Fuel,Free State,Bethlehem,Low
7879,Merchant 07879,Travel,Gauteng,Pretoria,Medium
7880,Merchant 07880,Clothing,Kwazulu-Natal,Durban,Medium
7881,Merchant 07881,Electronics,Gauteng,Johannesburg,High
7882,Merchant 07882,Grocery,Kwazulu-Natal,Richards Bay,Low
7883,Merchant 07883,Electronics,North West,Mahikeng,High
7884,Merchant 07884,Online Services,Western Cape,Stellenbosch,Medium
7885,Merchant 07885,Travel,Western Cape,Stellenbosch,Low
7886,Merchant 07886,Other,Limpopo,Polokwane,High
7887,Merchant 07887,Entertainment,Free State,Welkom,Low
7888,Merchant 07888,Restaurant,Eastern Cape,Gqeberha,Low
7889,Merchant 07889,Clothing,Free State,Bloemfontein,Low
7890,Merchant 07890,Online Services,Gauteng,Soweto,Low
7891,Merchant 07891,Online Services,Northern Cape,Kuruman,High
7892,Merchant 07892,Entertainment,Gauteng,Pretoria,Low
7893,Merchant 07893,Healthcare,Eastern Cape,Gqeberha,High
7894,Merchant 07894,Grocery,North West,Rustenburg,Low
7895,Merchant 07895,Entertainment,Limpopo,Thohoyandou,Low
7896,Merchant 07896,Travel,Mpumalanga,Emalahleni,Low
7897,Merchant 07897,Travel,Northern Cape,Kuruman,Low
7898,Merchant 07898,Restaurant,Mpumalanga,Mbombela,Medium
7899,Merchant 07899,Other,Limpopo,Tzaneen,Low
7900,Merchant 07900,Fuel,Northern Cape,Kuruman,Low
7901,Merchant 07901,Travel,Gauteng,Soweto,Low
7902,merchant 07902,Healthcare,North West,Klerksdorp,Low
7903,Merchant 07903,Travel,Kwazulu-Natal,Pietermaritzburg,Low
7904,Merchant 07904,Healthcare,Western Cape,Stellenbosch,Medium
7905,Merchant 07905,Restaurant,Northern Cape,Kimberley,Medium
7906,Merchant 07906,Fuel,Mpumalanga,Secunda,Low
7907,Merchant 07907,Grocery,Eastern Cape,Mthatha,Low
7908,Merchant 07908,Clothing,North West,Klerksdorp,Low
7909,Merchant 07909,Healthcare,Northern Cape,Kuruman,Low
7910,Merchant 07910,Clothing,Free State,Bloemfontein,Low
7911,Merchant 07911,Electronics,North West,Klerksdorp,Low
7912,Merchant 07912,Entertainment,Limpopo,Thohoyandou,Low
7913,Merchant 07913,Other,Limpopo,Tzaneen,Low
7914,Merchant 07914,Other,Northern Cape,Kimberley,Low
7915,Merchant 07915,Healthcare,Western Cape,Paarl,High
7916,Merchant 07916,Healthcare,Free State,Bloemfontein,Low
7917,Merchant 07917,Entertainment,Eastern Cape,Mthatha,Low
7918,Merchant 07918,Other,Western Cape,Paarl,High
7919,Merchant 07919,Grocery,Limpopo,Tzaneen,Low
7920,Merchant 07920,Grocery,Gauteng,Johannesburg,Low
7921,Merchant 07921,Online Services,Limpopo,Polokwane,Low
7922,Merchant 07922,Electronics,Mpumalanga,Secunda,Medium
7923,Merchant 07923,Other,Gauteng,Soweto,Low
7924,Merchant 07924,Grocery,Mpumalanga,Mbombela,Low
7925,Merchant 07925,Healthcare,Kwazulu-Natal,Durban,Nan
7926,Merchant 07926,Fuel,Limpopo,Polokwane,High
7927,Merchant 07927,Grocery,Eastern Cape,Mthatha,Medium
7928,Merchant 07928,Healthcare,Free State,Welkom,Medium
7929,Merchant 07929,Electronics,Gauteng,Johannesburg,Low
7930,Merchant 07930,Online Services,Western Cape,George,Medium
7931,Merchant 07931,Healthcare,Eastern Cape,East London,High
7932,Merchant 07932,Entertainment,Mpumalanga,Mbombela,Medium
7933,Merchant  07933,Travel,Western Cape,Stellenbosch,Low
7934,Merchant 07934,Fuel,Kwazulu-Natal,Richards Bay,Low
7935,Merchant 07935,Electronics,Gauteng,Johannesburg,Low
7936,Merchant 07936,Other,North West,Mahikeng,Low
7937,Merchant 07937,Entertainment,Northern Cape,Kuruman,Low
7938,Merchant 07938,Entertainment,Eastern Cape,East London,Low
7939,Merchant 07939,Restaurant,Limpopo,Thohoyandou,Low
7940,Merchant 07940,Clothing,Gauteng,Soweto,Low
7941,Merchant 07941,Restaurant,Eastern Cape,Mthatha,Low
7942,Merchant 07942,Clothing,Western Cape,Stellenbosch,Low
7943,Merchant 07943,Electronics,Gauteng,Soweto,Medium
7944,Merchant 07944,Restaurant,Mpumalanga,Mbombela,Low
7945,Merchant 07945,Fuel,Northern Cape,Upington,Medium
7946,Merchant 07946,Entertainment,Free State,Bloemfontein,Low
7947,Merchant 07947,Entertainment,Kwazulu-Natal,Richards Bay,Low
7948,Merchant 07948,Entertainment,Limpopo,Tzaneen,Low
7949,Merchant 07949,Healthcare,Northern Cape,Upington,Low
7950,Merchant 07950,Other,Limpopo,Thohoyandou,Medium
7951,Merchant 07951,Online Services,Limpopo,Tzaneen,Low
7952,Merchant 07952,Other,Free State,Welkom,Low
7953,Merchant 07953,Entertainment,Eastern Cape,East London,Low
7954,Merchant 07954,Electronics,Gauteng,Pretoria,High
7955,Merchant 07955,Restaurant,Western Cape,George,Low
7956,Merchant 07956,Grocery,Limpopo,Thohoyandou,Low
7957,Merchant 07957,Fuel,Northern Cape,Kimberley,Medium
7958,Merchant 07958,Electronics,Northern Cape,Kuruman,Low
7959,Merchant 07959,Healthcare,Eastern Cape,Gqeberha,Low
7960,Merchant 07960,Travel,Western Cape,Stellenbosch,Low
7961,Merchant 07961,Clothing,Eastern Cape,Mthatha,Medium
7962,Merchant 07962,Restaurant,Gauteng,Soweto,Medium
7963,Merchant 07963,Online Services,Northern Cape,Upington,Low
7964,Merchant 07964,Fuel,Western Cape,Paarl,Low
7965,Merchant 07965,Restaurant,Mpumalanga,Secunda,Critical
7966,Merchant 07966,Other,Mpumalanga,Secunda,Low
7967,Merchant 07967,Electronics,Kwazulu-Natal,Pietermaritzburg,Low
7968,Merchant 07968,Other,Western Cape,Cape Town,Low
7969,Merchant 07969,Grocery,Free State,Bethlehem,Nan
7970,Merchant 07970,Clothing,Gauteng,Midrand,Low
7971,MERCHANT 07971,Fuel,Limpopo,Tzaneen,Low
7972,Merchant 07972,Grocery,Northern Cape,Upington,Low
7973,Merchant 07973,Grocery,Northern Cape,Kimberley,Medium
7974,Merchant 07974,Grocery,Western Cape,Paarl,Low
7975,Merchant 07975,Electronics,Gauteng,Johannesburg,Low
7976,Merchant 07976,Travel,Limpopo,Tzaneen,Low
7977,Merchant 07977,Other,Eastern Cape,East London,Low
7978,Merchant 07978,Grocery,Eastern Cape,Gqeberha,Low
7979,Merchant 07979,Other,Mpumalanga,Secunda,Low
7980,Merchant 07980,Grocery,Mpumalanga,Emalahleni,Low
7981,Merchant 07981,Healthcare,Kwazulu-Natal,Pietermaritzburg,Medium
7982,Merchant 07982,Fuel,Free State,Welkom,Low
7983,Merchant 07983,Travel,Kwazulu-Natal,Richards Bay,Low
7984,merchant 07984,Restaurant,Limpopo,Tzaneen,Medium
